image,cls,conf,x1,y1,x2,y2
000000000201.jpg,31,1.0,268.40032,63.33009000000001,362.66016,358.540094
000000000208.jpg,71,1.0,1.080319999999979,108.94032000000001,640.0,475.69008
000000000208.jpg,71,1.0,0.0003200000000092018,150.35976,304.55008,260.11992000000004
000000000208.jpg,79,1.0,157.81024,170.20991999999998,349.57023999999996,259.10015999999996
000000000208.jpg,79,1.0,57.35040000000001,122.17968,215.69024,204.46992
000000000241.jpg,39,1.0,36.10012799999999,553.7996800000001,65.990112,640.0
000000000241.jpg,57,1.0,312.46008,250.92,479.65992,546.93984
000000000241.jpg,57,1.0,0.3299999999999903,278.19007999999997,143.45016,538.6201599999999
000000000241.jpg,0,1.0,132.70007999999999,6.569919999999989,333.13032000000004,632.7401600000001
000000000241.jpg,0,1.0,1.4400000000000013,263.55008,207.09984,611.5999999999999
000000000241.jpg,0,1.0,295.71,263.06016,402.85992000000005,520.21024
000000000241.jpg,41,1.0,103.72008000000001,595.289792,154.44024,639.9998079999999
000000000241.jpg,41,1.0,0.07999199999999873,596.490112,43.420007999999996,640.0001279999999
000000000241.jpg,65,1.0,117.10015199999998,321.70016000000004,161.22016799999997,343.86015999999995
000000000241.jpg,26,1.0,343.93992,469.64,409.25016,543.11008
000000000241.jpg,0,1.0,-2.3999999997359467e-05,372.74016000000006,45.149975999999995,576.1199999999999
000000000241.jpg,0,1.0,395.51016,337.97983999999997,480.00024,568.08992
000000000241.jpg,58,1.0,90.84983999999999,71.11008,200.68967999999998,272.31008
000000000241.jpg,58,1.0,134.44992,350.25984,184.22976,422.52992
000000000247.jpg,2,1.0,55.619839999999996,186.0100932,141.32992000000002,221.5700828
000000000247.jpg,2,1.0,514.32016,179.7700428,549.32016,197.98003720000003
000000000247.jpg,2,1.0,478.50991999999997,175.7998764,509.42992,198.5098676
000000000247.jpg,4,1.0,2.8598399999999558,0.4799680000000093,639.9996799999999,418.750032
000000000247.jpg,2,1.0,544.06992,172.3098052,552.18992,178.4798108
000000000247.jpg,2,1.0,533.6599679999999,171.51012,541.109952,178.11010399999998
000000000247.jpg,4,1.0,420.19968000000006,85.509776,640.0,141.599888
000000000247.jpg,2,1.0,503.749824,169.88017920000001,519.3298560000001,177.5801888
000000000257.jpg,9,1.0,89.29996799999999,197.239752,112.829952,230.019768
000000000257.jpg,9,1.0,50.269984,199.12992,75.359968,222.88992
000000000257.jpg,24,1.0,176.16,362.20991999999995,226.56,417.69984
000000000257.jpg,7,1.0,249.17023999999998,277.95983999999993,454.1104,400.93008
000000000257.jpg,7,1.0,508.44991999999996,304.48008,639.2096,368.35992000000005
000000000257.jpg,0,1.0,139.56992,345.57984000000005,211.08992,480.0
000000000257.jpg,0,1.0,236.73990399999997,326.46024,265.119936,406.18008000000003
000000000257.jpg,0,1.0,211.61968,332.49,233.89968,392.98008
000000000257.jpg,0,1.0,264.09020799999996,330.65015999999997,280.460192,403.53000000000003
000000000257.jpg,0,1.0,287.830112,337.13976,320.980128,414.13992
